BOD(㎎/L),COD(㎎/L),Conductivity(µS/㎝),DO (㎎/L),Dissolved Total P(㎎/L),SS(㎎/L),T-N(㎎/L),T-P(㎎/L),Temp.(℃),TSI(Chl-a)
7.6,8.0,719.0,8.7,0.088,4.1,15.428,0.12,14.2,46.582849694754046
1.0,2.8,515.0,16.7,0.018,3.2,6.87,0.026,11.1,8.011640237728415
0.6,1.6,223.0,11.5,0.009,1.6,2.649,0.011,12.7,34.577612710541096
1.6,4.3,544.0,12.5,0.121,4.4,7.668,0.164,11.8,56.34799888912059
1.8,4.3,313.0,9.1,0.185,5.0,4.485,0.205,12.2,41.37738655183416
0.5,3.4,210.0,11.1,0.011,3.2,2.31,0.017,12.6,51.70878721397533
0.6,2.0,574.0,9.3,0.013,2.0,2.551,0.018,13.2,43.95117998626024
1.0,4.1,495.0,12.4,0.195,3.6,5.716,0.219,10.8,33.9007926412541
0.6,3.3,210.0,11.5,0.016,3.6,2.473,0.019,12.6,55.837325978331705
1.1,3.0,515.0,16.7,0.081,5.6,8.327,0.106,16.3,45.13454054646655
1.7,1.6,510.0,12.2,0.014,2.4,6.942,0.027,11.2,31.53499286388043
2.4,4.6,320.0,8.6,0.357,5.0,6.251,0.424,14.1,46.38858592097853
1.7,5.1,324.0,10.6,0.119,10.6,4.318,0.14,12.3,45.35499926237525
1.3,3.4,202.0,11.7,0.023,4.3,2.457,0.04,11.5,42.01050944419373
1.1,1.1,525.0,14.9,0.059,2.4,4.5,0.068,11.5,39.18834831344176
0.7,1.4,272.0,16.5,0.017,2.0,2.608,0.024,11.1,42.01050944419373
1.2,3.7,295.0,13.5,0.055,4.4,2.451,0.076,11.3,36.8965866233512
2.3,8.2,560.0,16.5,0.044,77.6,5.948,0.147,12.6,36.36618718268979
8.9,8.0,713.0,14.5,0.108,51.2,3.228,0.177,11.0,65.22240733987971
0.8,4.7,200.0,9.9,0.127,11.6,3.837,0.159,13.1,52.68517254432972
2.1,2.3,343.0,12.6,0.009,1.6,8.849,0.018,4.5,49.11215325700765
2.2,5.8,932.0,10.4,0.164,14.4,7.934,0.224,4.2,41.6990547137277
0.7,1.7,144.0,12.9,0.0,2.0,2.623,0.0,4.3,45.13454054646655
1.5,5.0,564.0,11.8,0.01,17.2,4.975,0.103,6.9,28.4109617616076
1.3,4.1,331.0,15.5,0.015,3.0,3.969,0.032,2.3,49.96573486527592
1.2,3.8,535.0,7.9,0.071,2.4,6.96,0.089,3.8,30.6
1.5,1.9,230.0,12.3,0.018,1.6,5.393,0.022,2.6,33.9007926412541
4.1,7.1,582.0,6.8,0.805,11.2,11.897,0.892,11.0,34.577612710541096
0.6,3.1,320.0,14.3,0.005,2.0,2.646,0.009,2.1,23.800226158706938
1.2,3.1,240.0,12.7,0.012,3.1,2.893,0.026,5.4,44.44178221209767
0.9,4.2,574.0,7.3,0.063,3.2,9.402,0.083,9.6,54.89484170515252
1.2,3.2,567.0,11.2,0.014,3.2,8.507,0.052,4.1,48.498828555020765
1.6,4.2,341.0,11.5,0.181,3.9,5.123,0.202,4.2,42.60523698421296
2.0,4.6,336.0,14.9,0.134,2.6,4.984,0.138,2.1,48.17716039312722
1.4,4.8,390.0,13.5,0.132,5.6,5.158,0.149,3.5,51.70878721397533
0.8,1.5,318.0,12.1,0.031,2.4,4.983,0.077,4.4,25.588800630855637
0.9,2.5,313.0,11.5,0.03,1.2,3.167,0.032,3.2,47.84458617118879
2.2,7.8,481.0,9.4,0.03,6.8,14.07,0.033,5.4,45.988122154734825
1.8,4.5,302.0,11.3,0.122,4.8,9.166,0.164,4.6,50.75095382755331
0.7,1.8,138.0,13.3,0.003,2.0,2.783,0.011,4.1,36.36618718268979
6.7,8.0,907.0,10.5,0.085,6.8,18.985,0.16,6.8,39.97356727571915
1.8,6.2,598.0,6.9,0.101,5.6,10.873,0.177,10.2,23.800226158706938
1.3,4.6,351.0,15.9,0.145,3.6,5.005,0.146,1.4,49.11215325700765
1.3,2.7,168.0,13.3,0.068,1.6,4.769,0.09,0.9,49.82852983150372
0.9,3.0,306.0,17.0,0.006,2.6,2.554,0.01,1.4,38.33476670517349
2.6,2.4,332.0,11.8,0.005,4.2,3.12,0.019,3.6,37.39977384129307
9.2,9.2,340.0,13.5,0.058,5.2,23.088,0.082,0.7,57.16597247281268
8.7,9.3,345.0,10.3,0.25,2.4,13.464,0.298,6.3,42.60523698421296
2.0,6.1,328.0,13.8,0.111,6.9,4.994,0.148,4.5,59.8895398088418
1.3,2.0,138.0,17.0,0.005,1.4,2.971,0.005,0.1,52.26317199665871
1.4,5.6,295.0,13.8,0.101,4.8,4.811,0.119,4.0,59.11669939710276
10.6,4.2,258.0,15.0,0.019,10.0,9.864,0.043,-0.1,45.13454054646655
3.1,5.3,261.0,12.3,0.103,5.2,5.224,0.186,4.7,56.27665312010232
6.1,7.8,304.0,12.0,0.058,6.4,10.536,0.115,5.9,39.18834831344176
3.4,5.7,375.0,12.5,0.082,6.8,9.672,0.096,1.8,39.58881207968547
2.2,5.6,185.0,12.4,0.034,4.8,9.888,0.072,2.7,25.588800630855637
2.0,4.7,289.0,13.4,0.158,3.0,7.092,0.173,0.1,28.4109617616076
2.2,5.5,310.0,14.5,0.074,4.8,4.819,0.124,4.5,52.04516302480071
0.8,2.2,134.0,15.7,0.005,1.6,2.76,0.005,1.8,48.498828555020765
0.5,3.1,233.0,14.3,0.016,4.6,2.939,0.029,3.6,49.11215325700765
2.4,5.2,201.0,16.1,0.149,2.6,6.448,0.168,-0.7,55.98596518558382
17.6,12.8,344.0,8.1,1.258,14.0,15.984,1.344,8.0,41.04481232989572
2.0,2.9,168.0,13.2,0.024,5.2,3.552,0.029,2.4,48.8102832854868
9.9,9.8,290.0,14.7,0.101,7.6,14.832,0.163,-0.3,51.70878721397533
1.3,4.4,164.0,13.9,0.029,1.2,8.484,0.029,2.3,14.811414079021477
5.0,5.4,204.0,11.0,0.182,4.2,5.192,0.226,2.0,55.98596518558382
1.2,4.2,238.0,14.9,0.027,4.2,3.152,0.034,4.7,57.61341158819532
2.8,3.7,323.0,15.6,0.048,5.4,6.472,0.062,0.0,40.34379989323088
1.9,4.1,195.0,14.7,0.007,5.3,2.643,0.021,3.3,56.558974762338245
7.7,11.1,840.0,9.2,0.058,6.9,25.243,0.106,9.3,50.49613430593732
0.6,1.8,206.0,14.5,0.011,4.1,2.544,0.014,3.7,49.68937856223263
11.3,5.6,427.0,12.4,0.029,34.0,9.636,0.091,11.4,58.21915953753678
1.2,4.3,354.0,12.1,0.034,3.2,7.88,0.04,12.6,48.962379355404615
1.4,3.5,589.0,10.2,0.154,3.8,5.916,0.158,8.7,42.01050944419373
2.0,2.8,376.0,12.6,0.034,8.0,3.696,0.048,9.1,48.01228256244352
1.7,5.8,240.0,12.8,0.132,4.4,4.203,0.167,6.6,60.55975159226086
1.5,4.6,353.0,10.7,0.134,10.0,6.516,0.158,10.9,50.23451880206132
2.8,5.4,248.0,11.4,0.152,5.8,4.306,0.199,8.3,56.13238581420941
3.7,10.3,353.0,11.1,0.115,6.2,11.472,0.134,13.4,47.84458617118879
0.3,1.9,145.0,13.2,0.0,2.8,2.347,0.01,6.3,45.13454054646655
1.6,5.0,199.0,12.9,0.019,5.0,2.926,0.041,5.7,56.48915240352569
1.1,4.0,188.0,14.8,0.017,5.4,2.245,0.024,5.5,53.47833161226114
0.5,1.7,167.0,13.6,0.0,2.2,3.0,0.0,8.3,39.97356727571915
1.6,3.5,179.0,12.6,0.011,4.1,2.275,0.018,7.3,55.05834549003245
0.5,2.5,453.0,12.5,0.0,10.6,2.528,0.0,14.2,50.8759236704299
2.9,6.9,343.0,9.6,0.058,3.8,9.24,0.062,13.0,45.78158821050409
0.7,2.3,151.0,11.7,0.0,4.8,2.89,0.0,9.9,30.6
9.4,6.5,390.0,7.0,1.306,7.6,13.008,1.339,15.2,39.58881207968547
8.0,11.7,850.0,9.8,0.043,7.7,25.855,0.071,12.6,48.962379355404615
3.5,6.1,256.0,12.6,0.106,9.9,4.012,0.156,8.6,67.9868624218826
11.3,4.8,603.0,10.2,0.1,9.0,23.52,0.109,13.0,53.75997775096779
0.9,3.3,169.0,14.1,0.017,4.2,2.085,0.025,5.9,54.38731473929647
2.9,4.2,219.0,11.9,0.211,4.0,5.032,0.252,7.0,55.61005712677986
2.1,6.0,262.0,12.8,0.071,4.6,4.592,0.085,6.2,53.75997775096779
9.3,8.4,385.0,10.1,0.154,19.0,7.056,0.194,6.8,53.85209110379971
8.3,3.8,382.0,7.8,0.59,8.8,12.6,0.739,13.4,42.31237941571459
3.2,4.1,166.0,9.3,0.048,10.0,4.728,0.072,10.3,58.56543077975162
1.5,3.3,202.0,11.2,0.0,6.4,2.07,0.029,14.8,38.33476670517349
2.2,2.1,591.0,22.1,0.0,1.6,2.127,0.034,12.3,47.14357373452395
2.3,6.2,474.0,10.4,0.024,15.2,6.983,0.101,15.9,41.37738655183416
3.8,7.9,491.0,13.4,0.053,3.4,9.538,0.11,17.2,52.47644126556186
3.6,4.7,340.0,12.7,0.149,10.2,3.817,0.221,11.1,62.82254957663486
1.1,2.2,251.0,12.9,0.0,1.4,2.198,0.024,13.5,41.04481232989572
1.4,2.0,681.0,18.8,0.0,2.4,1.851,0.0,16.0,41.04481232989572
0.9,1.8,304.0,11.8,0.0,1.6,2.452,0.0,11.6,41.6990547137277
3.7,5.3,250.0,7.7,0.043,21.2,2.865,0.163,14.2,59.43317845546351
9.2,13.8,809.0,9.2,0.092,12.2,25.36,0.86,18.8,44.90901337268226
1.8,4.0,178.0,11.8,0.009,5.5,2.005,0.019,15.2,59.93896056827569
6.4,12.0,516.0,7.4,0.336,6.0,12.725,0.446,16.5,49.54822504782753
1.0,4.0,238.0,11.3,0.009,4.2,2.134,0.016,12.8,54.89484170515252
1.0,3.4,219.0,11.3,0.004,4.2,2.11,0.015,12.8,52.58136205179716
4.9,8.2,550.0,11.0,0.182,8.8,9.139,0.274,14.2,45.35499926237525
10.5,13.1,526.0,6.0,1.94,12.0,13.895,2.19,18.1,45.988122154734825
2.3,4.7,220.0,10.5,0.104,4.6,3.263,0.139,12.4,53.28597250794117
2.2,4.4,465.0,13.6,0.024,11.6,6.898,0.038,17.5,52.47644126556186
4.1,10.7,837.0,9.3,0.086,8.4,20.797,0.11,14.3,49.68937856223263
3.4,5.1,1121.0,9.6,0.129,2.4,3.56,0.158,12.2,45.13454054646655
4.1,6.4,257.0,10.5,0.105,7.0,4.186,0.174,12.5,64.96001428279916
4.8,4.2,572.0,14.1,0.0,4.8,8.731,0.067,13.3,54.644360012481854
2.2,7.0,544.0,10.6,0.058,21.6,6.616,0.139,14.6,56.76550870656898
2.7,5.4,261.0,8.9,0.188,5.9,4.104,0.226,15.4,55.98596518558382
1.9,3.7,216.0,11.1,0.02,5.4,2.826,0.061,12.2,55.68639992451642
4.6,6.0,311.0,11.3,0.147,11.2,4.067,0.192,16.0,60.27810545355421
1.7,5.3,284.0,14.6,0.026,5.6,6.586,0.03,23.4,51.93431438775962
9.6,11.7,780.0,6.3,0.091,4.0,16.443,0.145,21.9,56.13238581420941
3.5,7.9,639.0,11.2,0.119,5.4,7.228,0.161,21.1,52.26317199665871
3.4,5.5,459.0,8.8,0.046,27.0,6.51,0.085,22.0,47.84458617118879
1.1,3.6,308.0,11.8,0.009,2.2,2.442,0.012,21.1,39.58881207968547
6.7,8.1,440.0,7.5,0.882,4.0,9.495,1.042,21.7,48.17716039312722
2.8,6.0,762.0,9.3,0.08,19.2,3.272,0.137,16.8,54.89484170515252
1.3,3.6,239.0,9.3,0.043,4.0,2.422,0.055,19.2,52.58136205179716
2.9,5.3,656.0,11.9,0.006,18.4,1.824,0.031,22.1,51.36046660021304
5.7,6.1,540.0,11.9,0.035,5.0,8.325,0.049,19.0,55.53311555588719
2.0,6.1,450.0,10.5,0.048,10.4,4.836,0.064,20.3,54.03376296239631
2.7,5.1,263.0,8.6,0.204,4.7,3.855,0.233,20.7,52.04516302480071
0.7,3.0,203.0,8.7,0.011,2.6,1.661,0.019,18.6,44.44178221209767
1.1,2.5,400.0,11.0,0.003,0.8,2.207,0.006,18.4,38.770838495993374
3.6,5.1,214.0,6.6,0.052,15.6,2.21,0.075,21.0,48.339312845268594
0.8,2.9,221.0,8.5,0.015,3.6,1.789,0.023,18.4,40.34379989323088
2.2,4.7,270.0,6.4,0.168,4.8,3.825,0.197,20.4,57.36023624658821
3.2,5.3,455.0,11.5,0.05,8.0,7.1,0.064,22.4,44.19954768258613
2.8,5.4,286.0,8.7,0.15,7.6,3.543,0.182,20.2,54.38731473929647
1.3,3.9,254.0,8.6,0.124,3.8,3.144,0.13,19.0,51.93431438775962
6.2,11.8,803.0,8.0,0.098,11.3,18.265,0.178,24.4,48.962379355404615
1.9,3.5,552.0,17.4,0.026,1.4,3.312,0.026,18.4,38.33476670517349
3.7,6.0,385.0,7.7,0.234,1.6,3.228,0.269,18.8,42.01050944419373
1.6,3.8,180.0,10.0,0.012,3.8,1.896,0.025,20.6,45.988122154734825
2.0,5.7,270.0,8.0,0.17,20.5,3.189,0.21,24.8,59.27621510685492
0.7,3.3,577.0,9.9,0.027,6.0,2.402,0.027,24.1,44.19954768258613
1.3,4.2,420.0,14.4,0.034,0.4,6.563,0.07,26.0,58.62197272302294
5.1,9.8,724.0,8.0,0.1,6.5,14.44,0.153,25.0,52.889554936846594
2.6,8.3,479.0,5.9,1.025,12.4,9.539,1.252,25.0,48.962379355404615
1.3,4.8,272.0,7.0,0.137,4.8,3.29,0.175,24.4,51.93431438775962
7.9,9.4,527.0,4.5,0.832,14.4,15.667,1.068,25.7,55.37739800066399
1.1,3.1,153.0,9.0,0.021,2.8,1.545,0.024,23.7,52.04516302480071
2.0,4.3,181.0,9.5,0.012,4.9,1.633,0.027,24.1,61.35919825826496
5.4,6.1,890.0,10.2,0.128,6.4,7.13,0.183,24.2,52.37038617857949
0.8,4.1,231.0,4.7,0.088,3.6,1.837,0.112,24.7,53.47833161226114
2.5,4.1,260.0,10.2,0.132,6.4,2.555,0.135,24.4,64.50646663946453
1.1,3.5,706.0,8.9,0.088,9.2,3.912,0.106,19.9,53.08976596754874
1.2,5.2,595.0,6.8,0.188,7.6,3.622,0.235,23.6,62.44807663055052
1.2,2.5,776.0,14.9,0.063,0.8,4.096,0.077,21.8,47.14357373452395
1.2,4.4,602.0,4.0,0.248,2.0,2.966,0.302,22.4,52.68517254432972
0.8,3.9,245.0,4.6,0.084,6.4,2.786,0.088,25.7,54.300114165133294
1.2,4.8,487.0,9.1,0.063,13.6,6.216,0.067,25.1,55.45556574492241
1.0,6.4,897.0,8.2,0.043,2.4,2.03,0.083,23.3,50.75095382755331
5.1,5.8,620.0,5.5,0.171,22.0,6.578,0.204,24.2,59.32881576907191
1.6,5.5,427.0,11.7,0.073,6.8,7.064,0.074,25.3,48.8102832854868
1.2,3.4,160.0,10.2,0.01,4.0,2.236,0.019,25.5,52.889554936846594
0.6,1.6,634.0,9.5,0.017,2.0,2.406,0.021,22.5,40.70056648254716
2.3,5.0,258.0,6.9,0.232,5.2,3.49,0.261,23.8,54.03376296239631
0.8,3.7,427.0,8.5,0.133,2.8,4.824,0.161,24.2,50.75095382755331
1.9,5.5,245.0,7.5,0.046,4.4,2.099,0.075,24.1,41.04481232989572
0.8,3.7,189.0,9.5,0.012,2.4,1.407,0.02,28.0,47.32357878485895
2.4,4.3,758.0,13.4,0.022,11.0,5.396,0.103,25.3,70.63384032594053
2.1,3.7,225.0,8.4,0.044,6.6,1.771,0.064,28.5,62.40983096807293
1.5,3.7,227.0,5.2,0.031,2.8,1.513,0.047,27.2,62.74878983065326
2.4,6.5,460.0,8.5,0.07,12.0,6.602,0.11,27.0,59.11669939710276
0.5,2.7,502.0,8.5,0.005,1.4,1.588,0.009,27.5,59.11669939710276
0.9,2.4,874.0,13.7,0.046,1.0,3.37,0.055,24.5,61.40175797794721
6.3,14.7,1016.0,3.2,0.138,8.8,10.576,0.241,26.2,66.25887040958702
1.5,3.7,449.0,13.1,0.019,21.0,5.377,0.036,29.0,65.53386207034575
1.1,3.8,242.0,8.6,0.097,1.8,2.437,0.101,26.8,47.84458617118879
2.3,4.3,194.0,10.0,0.015,3.8,1.861,0.036,27.7,61.93886052785473
3.2,8.2,492.0,5.0,0.157,6.2,8.408,0.216,27.4,63.998391934914885
0.9,3.4,606.0,10.8,0.002,6.6,1.593,0.01,25.9,58.95454694496138
2.1,3.3,223.0,8.8,0.124,5.6,1.838,0.129,28.3,63.04055854849288
0.1,2.1,555.0,8.0,0.0,1.2,1.518,0.0,25.7,60.55975159226086
3.0,5.7,256.0,5.6,0.25,7.2,3.509,0.296,26.3,61.44413385377492
5.7,12.6,467.0,3.2,0.447,8.2,13.695,0.466,28.1,58.844936866093775
1.4,4.2,633.0,8.7,0.048,5.6,2.511,0.064,24.0,61.14358518335378
6.1,9.8,593.0,6.8,0.12,15.7,8.39,0.203,28.2,59.27621510685492
2.1,4.4,174.0,9.8,0.018,10.3,1.507,0.04,26.4,58.10096533669311
1.7,4.0,232.0,8.0,0.108,4.9,2.141,0.109,27.1,51.59404906389842
1.1,4.4,434.0,8.0,0.103,3.6,4.373,0.125,26.9,57.67569751172296
2.6,5.7,251.0,7.9,0.159,13.8,2.718,0.201,26.8,61.93886052785473
2.9,6.4,406.0,6.9,0.055,11.6,5.293,0.094,27.1,67.7895596818712
2.8,6.3,869.0,9.5,0.12,7.8,6.558,0.16,26.9,72.26371401904208
1.9,4.7,596.0,7.6,0.147,5.8,2.155,0.184,25.6,63.90012734034643
1.4,4.4,195.0,7.5,0.146,12.8,2.747,0.162,25.7,58.27772687567439
1.0,2.6,414.0,9.5,0.069,0.4,5.136,0.073,23.0,38.33476670517349
2.5,5.0,447.0,6.4,0.034,3.2,6.202,0.043,25.0,45.570612337286434
2.3,4.2,549.0,7.8,0.176,17.6,5.365,0.211,23.1,51.36046660021304
1.9,4.3,370.0,7.8,0.059,1.6,4.742,0.109,23.4,53.38262353604711
4.8,7.7,406.0,6.7,0.103,12.5,6.47,0.207,26.1,50.23451880206132
2.4,6.3,455.0,4.0,0.109,3.2,6.377,0.143,25.3,56.833398250874254
2.1,4.9,224.0,4.4,0.095,11.6,2.927,0.147,24.2,53.18835976227159
1.9,4.4,366.0,9.1,0.078,10.0,5.114,0.125,25.1,40.70056648254716
2.1,5.2,203.0,7.9,0.094,23.7,2.628,0.119,25.6,60.651864945092775
0.6,2.5,146.0,8.6,0.0,1.2,2.687,0.005,23.4,36.36618718268979
1.1,3.6,150.0,8.8,0.032,6.2,1.592,0.047,25.2,61.85811933132551
2.9,5.5,211.0,7.5,0.135,8.9,3.427,0.186,25.3,61.09988800642636
1.4,2.8,372.0,7.5,0.079,4.0,4.754,0.094,23.3,46.773341117012215
2.1,6.1,530.0,7.7,0.123,3.6,6.738,0.168,24.6,58.56543077975162
1.9,4.5,173.0,10.6,0.02,9.4,2.183,0.052,25.1,64.59886920646532
0.9,2.5,180.0,9.0,0.007,2.0,2.805,0.012,24.4,45.78158821050409
5.0,7.6,476.0,3.8,0.64,8.4,9.707,0.735,26.2,39.58881207968547
1.9,5.0,181.0,7.0,0.129,27.8,2.407,0.161,25.4,62.56192703799074
1.1,3.0,176.0,7.6,0.027,3.2,2.635,0.043,23.6,41.04481232989572
1.0,2.1,260.0,11.0,0.018,0.8,3.85,0.025,23.3,44.44178221209767
1.4,4.4,321.0,10.1,0.082,3.2,4.734,0.101,24.9,43.434744960768256
1.2,3.7,178.0,8.6,0.04,5.8,1.746,0.054,24.8,58.27772687567439
1.5,4.9,205.0,7.6,0.079,27.0,1.942,0.121,25.6,53.28597250794117
1.0,3.3,272.0,7.8,0.028,2.0,3.177,0.041,25.9,46.773341117012215
2.6,7.5,680.0,7.3,0.113,2.8,11.023,0.143,25.6,47.84458617118879
3.3,7.3,521.0,2.4,1.102,11.2,12.257,1.229,25.6,46.96020390967473
1.3,3.5,174.0,8.9,0.006,5.0,2.034,0.024,23.7,55.13908668656166
1.7,6.3,594.0,4.9,0.072,5.2,9.055,0.099,23.0,55.61005712677986
2.5,7.2,440.0,6.5,0.062,15.6,6.25,0.17,23.3,56.697146060578106
2.3,4.4,181.0,9.9,0.011,5.8,2.176,0.029,24.4,57.55072766884637
1.8,4.3,446.0,6.0,0.06,15.4,5.652,0.132,22.5,54.97693423442029
1.6,3.3,428.0,7.8,0.082,4.8,4.921,0.1,21.7,51.36046660021304
1.2,1.2,539.0,11.2,0.0,1.4,3.551,0.021,21.6,57.29590814723039
1.7,4.3,211.0,9.3,0.009,6.4,2.647,0.026,23.9,55.76215319669768
1.5,3.6,171.0,9.8,0.006,6.6,1.973,0.031,23.6,56.418829521740506
2.3,6.2,520.0,6.7,0.122,7.4,8.371,0.151,23.7,60.08574634923424
2.2,8.1,507.0,11.1,0.161,4.2,7.246,0.198,22.6,63.253827817396015
1.0,2.2,203.0,10.0,0.0,4.0,2.624,0.017,23.8,58.62197272302294
1.8,2.8,256.0,9.1,0.051,2.2,3.011,0.067,21.0,56.34799888912059
1.7,4.9,221.0,7.1,0.145,11.8,3.135,0.175,23.7,51.93431438775962
1.6,2.1,386.0,5.6,0.075,2.0,5.988,0.081,22.3,57.67569751172296
1.3,2.0,279.0,5.1,0.053,3.4,3.15,0.083,23.8,55.37739800066399
2.1,4.7,250.0,7.1,0.133,9.6,3.816,0.182,23.8,61.187088580589545
0.7,1.5,159.0,8.7,0.0,1.6,2.445,0.005,23.6,56.059448675246855
2.1,4.1,263.0,4.4,0.067,4.2,1.948,0.109,22.5,62.25533958621548
1.6,4.5,213.0,9.1,0.009,7.0,2.79,0.026,23.6,55.98596518558382
3.2,6.1,840.0,6.2,0.143,30.0,3.924,0.236,21.6,69.01610741190427
2.1,5.1,237.0,7.9,0.107,19.7,3.096,0.164,24.2,57.67569751172296
1.6,2.5,459.0,14.1,0.017,4.0,6.458,0.038,21.3,60.78843327596032
0.9,1.1,516.0,10.6,0.071,1.2,4.7,0.076,20.7,57.16597247281268
1.0,3.4,258.0,13.5,0.009,2.0,3.199,0.026,2.1,53.38262353604711
2.0,5.3,317.0,12.5,0.076,6.8,6.964,0.114,0.4,50.62437142611306
1.7,3.2,252.0,15.2,0.007,2.7,3.09,0.021,2.8,46.96020390967473
5.2,1.7,338.0,13.7,0.007,4.0,9.901,0.024,1.4,42.01050944419373
3.1,6.8,730.0,11.4,0.172,4.8,11.977,0.249,6.6,42.60523698421296
1.5,4.2,322.0,13.1,0.079,2.4,5.123,0.106,3.2,48.962379355404615
0.7,0.9,135.0,14.6,0.001,1.6,2.849,0.006,0.0,39.18834831344176
1.1,3.0,196.0,14.1,0.086,1.6,6.241,0.104,-0.1,38.33476670517349
1.3,2.3,389.0,13.0,0.01,2.8,3.237,0.029,1.6,43.434744960768256
1.2,4.7,347.0,13.5,0.163,2.0,5.688,0.179,2.2,54.03376296239631
0.9,1.4,333.0,13.8,0.021,2.0,5.294,0.023,1.1,35.21073560290067
1.7,4.9,418.0,13.3,0.14,6.4,5.977,0.167,2.8,59.008896114446166
1.0,3.6,308.0,13.9,0.006,2.6,2.782,0.013,2.7,52.68517254432972
2.1,4.5,349.0,13.5,0.165,3.2,5.69,0.198,3.1,47.14357373452395
27.8,11.2,845.0,9.4,0.06,9.5,27.38,0.21,5.5,52.68517254432972
5.5,8.6,605.0,7.6,0.973,12.0,14.225,1.035,8.7,41.6990547137277
0.8,3.5,297.0,13.5,0.003,2.4,2.614,0.008,1.8,45.988122154734825
3.4,8.4,471.0,11.2,0.035,5.2,17.557,0.067,1.5,47.50034032384023
1.9,3.4,221.0,13.9,0.014,5.2,4.67,0.036,2.5,8.011640237728415
1.5,4.0,621.0,10.4,0.048,2.8,7.466,0.063,0.5,8.011640237728415
1.6,6.4,605.0,13.4,0.057,4.0,9.441,0.098,7.2,45.988122154734825
0.6,1.3,137.0,14.0,0.0,1.6,2.681,0.002,1.7,35.80546314291989
0.9,3.1,571.0,11.0,0.009,2.4,9.255,0.016,2.0,33.17379343442609
3.3,9.1,520.0,12.0,0.027,9.8,4.087,0.121,8.1,38.33476670517349
1.8,5.3,1390.0,11.4,0.109,5.2,8.107,0.13,1.5,51.24155605339074
3.4,6.6,532.0,8.0,0.175,22.6,5.539,0.22,19.6,59.223330881746776
3.5,5.5,282.0,10.5,0.016,5.2,1.941,0.026,19.5,48.01228256244352
2.8,6.8,372.0,6.8,0.2,16.0,4.808,0.271,18.9,59.73976590723877
3.0,8.4,1329.0,10.7,0.188,18.0,3.488,0.222,16.2,60.51336852712863
6.1,8.5,754.0,8.4,0.08,6.2,14.855,0.125,20.2,52.889554936846594
1.3,4.1,557.0,9.6,0.014,5.2,6.56,0.028,18.3,51.47795303438132
1.1,4.5,234.0,11.2,0.01,2.2,1.868,0.019,18.2,55.37739800066399
3.3,6.2,395.0,7.5,0.239,13.2,6.389,0.276,19.1,62.78573902687688
1.5,4.6,212.0,10.0,0.009,3.4,1.768,0.021,18.7,57.487640634706224
0.2,3.0,219.0,9.6,0.004,1.2,1.509,0.004,18.3,39.97356727571915
0.7,4.0,566.0,7.2,0.084,2.0,5.467,0.103,16.2,39.58881207968547
0.9,4.2,426.0,10.5,0.08,1.6,3.584,0.095,15.9,44.678179193088255
1.9,6.9,383.0,7.0,0.131,6.8,5.806,0.149,18.9,57.860217058226
0.7,2.6,231.0,10.4,0.0,2.8,1.601,0.005,18.9,41.04481232989572
0.9,3.5,544.0,10.6,0.009,3.2,5.922,0.024,18.6,50.49613430593732
0.8,2.8,489.0,10.8,0.004,2.0,2.315,0.011,17.8,47.14357373452395
1.4,4.1,269.0,7.2,0.037,1.2,1.669,0.045,16.9,44.90901337268226
1.6,6.7,537.0,8.2,0.103,1.6,8.635,0.12,20.3,47.84458617118879
1.4,4.2,234.0,10.8,0.009,3.8,1.838,0.021,18.8,56.62830367279678
5.4,7.7,571.0,6.8,1.11,9.6,11.015,1.176,22.2,42.01050944419373
1.1,5.4,554.0,10.0,0.149,3.2,7.702,0.182,17.3,47.32357878485895
1.5,2.4,589.0,10.9,0.019,0.8,4.988,0.025,16.4,46.190397362193664
1.6,5.8,357.0,7.7,0.155,5.0,5.033,0.172,18.6,54.55942441697189
1.9,4.1,669.0,11.8,0.009,3.6,7.567,0.016,16.4,51.47795303438132
1.7,4.8,548.0,12.2,0.017,3.2,7.17,0.03,21.6,49.68937856223263
2.2,7.8,685.0,5.6,0.042,2.8,11.13,0.057,19.2,52.47644126556186
5.7,8.0,780.0,9.3,0.056,4.4,13.158,0.101,13.9,47.14357373452395
1.0,6.2,378.0,14.9,0.027,6.4,7.822,0.028,18.4,44.44178221209767
3.3,5.6,860.0,10.1,0.209,4.0,4.219,0.211,12.7,57.034292643354384
1.0,3.2,242.0,9.2,0.01,0.8,1.723,0.013,14.9,39.58881207968547
1.2,2.9,558.0,12.9,0.032,0.8,5.026,0.034,15.6,41.04481232989572
3.2,6.7,368.0,8.8,0.419,4.4,7.766,0.469,15.0,43.434744960768256
1.1,5.2,399.0,11.2,0.015,5.2,6.644,0.019,14.2,52.26317199665871
2.2,4.7,211.0,7.2,0.049,1.2,2.127,0.054,13.0,44.44178221209767
2.0,4.6,382.0,7.6,0.279,6.9,6.61,0.316,13.2,51.24155605339074
1.7,3.7,490.0,9.8,0.012,1.2,2.637,0.018,16.4,48.8102832854868
3.5,7.3,419.0,7.3,0.102,2.0,9.058,0.118,17.3,51.24155605339074
0.6,3.0,273.0,9.4,0.008,1.2,2.086,0.011,15.2,45.78158821050409
1.3,4.9,587.0,9.4,0.099,1.3,4.485,0.105,12.7,45.570612337286434
1.6,4.2,672.0,10.1,0.027,2.8,8.393,0.033,15.1,43.434744960768256
